SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,price_per_sqft,property_age,listing_category
1160,3,3,Suburb,1991,103218.51455506952,88.9814780647151,34,Budget
1540,2,1,Suburb,2008,159204.18883722628,103.37934340079629,17,Budget
1625,3,3,Suburb,1958,153931.75112613256,94.72723146223542,67,Budget
2614,4,1,Rural,2013,275350.28599892475,105.33675822453128,12,High-End
2558,4,3,Urban,2014,222494.48214432405,86.97986010333231,11,Mid-Range
1105,4,1,Rural,1970,47632.31331715312,43.10616589787613,55,Budget
2154,3,1,Rural,1971,239332.3825376288,111.11066970177752,54,Mid-Range
2380,3,1,Urban,1959,311932.18929115706,131.0639450803181,66,High-End
2708,4,3,Rural,1992,300224.8674823152,110.86590379701448,33,High-End
1775,2,1,Urban,1956,183645.8813881037,103.46246838766406,69,Budget
2877,4,3,Suburb,1958,308961.1789883249,107.39005178600101,67,High-End
2908,3,1,Rural,2005,284955.79259522783,97.99030006713474,20,High-End
2820,5,2,Suburb,1973,376356.6618527306,133.45980916763497,52,High-End
1001,4,1,Suburb,2015,193028.3448674557,192.8355093580976,10,Mid-Range
1232,4,2,Urban,1981,209975.04311744744,170.43428824468137,44,Mid-Range
1368,3,1,Rural,1999,235500.78988483985,172.14970020821627,26,Mid-Range
2274,3,1,Suburb,2019,276674.2735916377,121.66854599456364,6,High-End
1945,3,1,Suburb,1996,224324.30034800465,115.33383051311293,29,Mid-Range
2856,3,1,Suburb,1975,289341.13839239965,101.30992240630239,50,High-End
2131,4,1,Urban,1954,245856.44816585703,115.37139754380902,71,Mid-Range
2299,3,3,Urban,2002,259541.72477292057,112.89331221092674,23,High-End
1179,5,3,Suburb,1984,217699.87135678885,184.64789767327298,41,Mid-Range
2748,2,3,Rural,1982,322065.7725799481,117.20006280201896,43,High-End
1292,3,2,Urban,2017,229737.44508890813,177.81535997593508,8,Mid-Range
1583,3,1,Suburb,2002,129908.97427294664,82.06505007766685,23,Budget
1794,4,1,Suburb,2007,305403.25108479254,170.2359259112556,18,High-End
1174,2,1,Urban,1956,120851.09712333504,102.93960572686119,69,Budget
1122,2,2,Suburb,1981,211133.518585757,188.17604152028252,44,Mid-Range
1226,2,2,Rural,1975,121505.30765365304,99.10710249074474,50,Budget
2925,3,2,Urban,1978,341385.6116058348,116.71302960883241,47,High-End
1443,4,2,Urban,1967,165168.0915811546,114.46160192734206,58,Budget
2836,4,3,Rural,1987,326928.69375083776,115.27810075840542,38,High-End
1427,3,2,Suburb,1977,182745.4896133929,128.06271171225853,48,Budget
2106,2,2,Urban,2014,216406.70164580343,102.75721825536725,11,Mid-Range
1764,2,2,Rural,2017,145054.33074609123,82.23034622794287,8,Budget
2681,4,2,Rural,1965,324540.72286611795,121.05211595155463,60,High-End
1631,5,3,Suburb,1956,252877.47242006348,155.04443434706528,69,Mid-Range
1064,3,1,Urban,2001,104888.78859354956,98.57968852777213,24,Budget
2304,5,2,Urban,1951,246676.76514534655,107.06456820544555,74,Mid-Range
2818,5,3,Rural,1968,363686.8689094721,129.05850564566077,57,High-End
2414,2,3,Rural,1962,268657.1721730562,111.29128921833315,63,High-End
1427,5,3,Urban,2014,183438.09676400872,128.54807061247982,11,Budget
1617,3,1,Suburb,1984,286460.0953817611,177.15528471351953,41,High-End
1924,4,2,Suburb,1978,136474.3653612517,70.9326223291329,47,Budget
1811,3,1,Suburb,1989,159227.99866441073,87.922693906356,36,Budget
1106,3,3,Rural,2010,163593.5630176595,147.91461394001763,15,Budget
2571,3,1,Rural,1993,254451.24414861883,98.96975657278057,32,Mid-Range
1658,3,3,Suburb,1962,156803.4921021369,94.57387943434071,63,Budget
2285,5,3,Urban,2018,162693.05920721428,71.200463548015,7,Budget
2944,2,2,Rural,1990,261696.3503544161,88.89142335408155,35,High-End
2182,4,3,Rural,2004,205689.81024187768,94.26664080745998,21,Mid-Range
1264,2,1,Urban,2007,129424.2079188166,102.39256955602579,18,Budget
2491,5,1,Rural,1979,310295.0297807284,124.56645113638234,46,High-End
2225,2,3,Rural,1993,256536.97754957125,115.29751799980731,32,Mid-Range
2956,2,2,Suburb,1996,377637.454042543,127.75285996026489,29,High-End
1154,5,1,Suburb,1958,131977.1945342614,114.36498659814679,67,Budget
2036,2,2,Urban,2004,246950.69854448404,121.29209162302753,21,Mid-Range
2320,4,2,Suburb,1951,249589.04579908896,107.581485258228,74,Mid-Range
1895,5,2,Rural,2021,166049.15905023838,87.62488604234215,4,Budget
2857,4,2,Suburb,2019,366972.2466145986,128.44670865054204,6,High-End
2521,2,3,Suburb,2020,223192.99828796968,88.53351776595386,5,Mid-Range
2620,3,3,Rural,1954,330684.66330219456,126.21552034434907,71,High-End
1992,3,3,Rural,2015,221596.2997285188,111.2431223536741,10,Mid-Range
2815,5,2,Rural,1985,340932.3835045891,121.11274724852188,40,High-End
1244,3,1,Suburb,1989,130848.0725133488,105.18333803323858,36,Budget
2323,3,1,Suburb,2004,273003.8011096186,117.52208399036532,21,High-End
2385,3,3,Suburb,1971,313850.162337306,131.59335947056857,54,High-End
2377,5,1,Urban,1975,268775.7479187174,113.07351616269138,50,High-End
2851,4,3,Suburb,1973,355873.7616942777,124.82418859848393,52,High-End
2544,3,2,Urban,2002,274676.2384336354,107.9702195100768,23,High-End
1385,5,3,Rural,1977,283839.1382993907,204.93800599233984,48,High-End
1758,4,1,Rural,1960,180349.37493868064,102.58781282063745,65,Budget
2335,5,3,Urban,2011,257213.48569555816,110.155668392102,14,Mid-Range
1413,3,3,Rural,1981,193019.98083934136,136.60295883888278,44,Mid-Range
2301,3,1,Rural,1981,269756.1869838258,117.23432724199297,44,High-End
2773,2,3,Urban,2000,275547.2887551611,99.36793680315944,25,High-End
1714,2,3,Urban,1998,195604.87725474843,114.12186537616594,27,Mid-Range
1758,2,1,Suburb,1999,196318.7235098605,111.67162884519936,26,Mid-Range
1746,4,3,Suburb,2008,277891.0472485522,159.15867540008716,17,High-End
1592,5,2,Urban,1962,144577.0867575048,90.81475298838241,63,Budget
2379,4,3,Urban,2008,294629.8112723292,123.84607451548095,17,High-End
2548,2,1,Urban,1991,322683.4124109038,126.64184160553523,34,High-End
1838,2,2,Urban,1968,184157.73243135025,100.19463135546803,57,Budget
1015,3,2,Urban,1992,201029.224756881,198.0583495141685,33,Mid-Range
1992,4,1,Suburb,2008,187272.5738433773,94.01233626675567,17,Budget
2068,3,1,Urban,1981,288825.36967904447,139.6641052606598,44,High-End
2344,3,3,Rural,1984,356131.9221884549,151.93341390292443,41,High-End
1650,5,2,Suburb,1956,292907.05982331623,177.51943019594924,69,High-End
2349,2,2,Rural,1971,243218.58806088727,103.54133165640157,54,Mid-Range
1147,3,2,Suburb,1996,136817.35619070462,119.28278656556637,29,Budget
1354,3,1,Rural,1975,136019.03027821236,100.45718632068859,50,Budget
2259,2,3,Rural,2007,276977.3021754332,122.61058086561894,18,High-End
1702,2,1,Urban,2021,220042.9753657399,129.28494439820204,4,Mid-Range
1612,5,2,Urban,1995,186938.258833711,115.96666180751303,30,Budget
1104,5,3,Suburb,1954,204898.9288258449,185.59685582051168,71,Mid-Range
2497,3,3,Suburb,1987,272328.4010005169,109.06223508230552,38,High-End
2785,3,1,Urban,1977,331248.81275517493,118.94032773973966,48,High-End
1395,3,2,Rural,1988,148652.2934232702,106.5607838159643,37,Budget
2469,4,2,Suburb,1953,270170.6325532358,109.42512456591163,72,High-End
1605,5,2,Suburb,2009,140247.78178940428,87.381795507417,16,Budget
2243,3,3,Urban,2003,260560.25975209384,116.16596511462053,22,High-End
2833,2,2,Urban,1954,348681.8614136757,123.07866622438253,71,High-End
1850,5,1,Suburb,1956,323234.4284631845,174.72131268280245,69,High-End
2988,5,3,Rural,1997,273891.9902357874,91.66398602268654,28,High-End
1441,3,1,Suburb,1990,87839.06307466829,60.95701809484267,35,Budget
2668,4,3,Urban,1969,313796.06324775296,117.6147163597275,56,High-End
1872,3,1,Suburb,1993,174090.16050400585,92.99688061111424,32,Budget
1666,4,2,Suburb,1989,256302.03092092575,153.84275565481738,36,Mid-Range
2051,4,3,Rural,2014,222677.92104076096,108.57041493942513,11,Mid-Range
1793,2,1,Suburb,1960,173753.32530330168,96.90648371628649,65,Budget
1474,3,3,Rural,1950,163461.54028772784,110.89656735938117,75,Budget
1627,4,3,Urban,2003,231351.49191564549,142.19513946874338,22,Mid-Range
2328,5,2,Urban,1999,256674.9919656448,110.25558074125635,26,Mid-Range
2769,3,3,Suburb,2021,274515.09454170545,99.13871236609081,4,High-End
2428,4,1,Urban,2010,218612.5279559465,90.03810871332229,15,Mid-Range
2536,5,3,Urban,2012,321824.41829534806,126.90237314485334,13,High-End
1501,2,1,Suburb,1984,198378.89868995693,132.1644894669933,41,Mid-Range
1347,2,2,Suburb,1973,111973.1075835411,83.12777103455167,52,Budget
2263,3,3,Suburb,1952,205580.15643194644,90.8440814988716,73,Mid-Range
2017,3,1,Urban,1989,235968.11520146392,116.98964561302128,36,Mid-Range
1569,3,3,Rural,1959,211908.870823707,135.0598284408585,66,Mid-Range
2870,3,3,Urban,1984,296921.95009765733,103.45712546956702,41,High-End
1694,3,2,Urban,1999,134438.511544928,79.36157706312162,26,Budget
2360,4,3,Rural,1990,253554.36834695408,107.43829167243817,35,Mid-Range
1025,5,3,Rural,1985,110233.44661771924,107.54482596850657,40,Budget
2432,3,2,Rural,1994,279645.17226780934,114.98567938643475,31,High-End
2100,5,3,Rural,1991,171893.31686585065,81.85396041230983,34,Budget
2952,4,2,Urban,1963,345360.7013164098,116.99210749200874,62,High-End
1216,4,3,Rural,1973,125745.53549633184,103.40915748053605,52,Budget
2351,4,1,Urban,1998,270878.8476199688,115.21856555506967,27,High-End
1836,3,1,Urban,1958,251075.18896861732,136.75119224870224,67,Mid-Range
1773,2,1,Suburb,1994,115784.29465720264,65.30417070344198,31,Budget
2046,2,2,Suburb,2020,276956.7247817652,135.3649681240299,5,High-End
2779,3,2,Rural,2013,303216.6795230943,109.10999622997277,12,High-End
1669,3,2,Urban,1991,184207.97707505996,110.37026787001795,34,Budget
1717,3,2,Suburb,1992,179494.55410458692,104.53963547151247,33,Budget
1309,4,2,Rural,1984,230371.4694470452,175.99042738506128,41,Mid-Range
1598,2,2,Rural,2003,158238.1609806789,99.02262889904812,22,Budget
1266,2,3,Suburb,1997,143990.9721556904,113.73694483071911,28,Budget
2438,5,1,Urban,1999,247269.18608633208,101.42296394025105,26,Mid-Range
1645,5,2,Suburb,2004,196929.6082121297,119.7140475453676,21,Mid-Range
2290,2,3,Rural,1954,257314.80091885405,112.36454188596247,71,Mid-Range
2356,2,3,Rural,1994,274544.690101737,116.53000428766426,31,High-End
2022,4,2,Suburb,1960,246997.50592916145,122.15504744271091,65,Mid-Range
2803,5,1,Suburb,1971,260372.5510726969,92.89067109264963,54,High-End
1449,3,2,Rural,1993,68204.70299054447,47.070188399271544,32,Budget
1564,4,1,Rural,1993,185094.01570434964,118.34655735572228,32,Budget
2634,5,1,Suburb,1998,381523.2490731884,144.84557671723175,27,High-End
2270,3,2,Rural,2004,233214.17406348223,102.73752161386882,21,Mid-Range
2059,3,1,Rural,1966,181165.39576523204,87.98707905062265,59,Budget
2424,2,1,Suburb,2002,171152.6107999226,70.6075127062387,23,Budget
1027,2,1,Suburb,2014,48103.634366801896,46.83898185667176,11,Budget
1219,3,2,Rural,1964,163086.62438023894,133.78722262529854,61,Budget
1405,3,1,Rural,1965,70975.66688062128,50.51648888300447,60,Budget
2637,2,1,Urban,1962,322631.6788315379,122.34800107377242,63,High-End
2798,2,3,Urban,1984,222088.33198017735,79.37395710513843,41,Mid-Range
1270,2,2,Urban,2011,213390.7412449201,168.02420570466148,14,Mid-Range
2759,2,1,Suburb,1958,362917.6569404284,131.53956395086206,67,High-End
2674,5,2,Rural,2017,241696.75238821108,90.38771592678052,8,Mid-Range
1791,2,2,Suburb,1983,113884.6075241036,63.58716221334651,42,Budget
2534,4,3,Urban,1998,316616.9858827755,124.94750824103217,27,High-End
1962,4,3,Urban,2003,263477.68538435875,134.29035952311864,22,High-End
2309,4,1,Suburb,1951,249868.24555825995,108.21491795507144,74,Mid-Range
2477,2,1,Rural,2002,282329.9714171553,113.98061018052293,23,High-End
2785,3,1,Urban,1973,283853.8373624417,101.92238325401857,52,High-End
1833,3,2,Suburb,2010,137232.8287371456,74.86788256254535,15,Budget
1316,5,3,Rural,1984,189328.6583891536,143.8667616938857,41,Mid-Range
2613,2,3,Rural,1973,310022.8983979172,118.64634458397138,52,High-End
2320,4,1,Urban,2014,226396.0530216433,97.58450561277729,11,Mid-Range
1337,3,3,Rural,2014,100592.33678462711,75.23734987631047,11,Budget
2330,2,2,Rural,1977,244971.63799866103,105.13804205951116,48,Mid-Range
2451,4,1,Urban,1953,218735.37448376397,89.24331884282496,72,Mid-Range
1350,4,3,Suburb,1973,77709.49716213335,57.56259049046915,52,Budget
1510,4,1,Suburb,1964,180295.2752523656,119.40084453799047,61,Budget
1524,4,2,Urban,1973,182310.82845004485,119.62652785436013,52,Budget
2881,4,2,Rural,2001,351901.32248488185,122.14554754768547,24,High-End
1491,5,1,Urban,2014,193501.13549927485,129.77943360112332,11,Mid-Range
2931,4,1,Rural,2008,433865.5991188004,148.02647530494727,17,High-End
2617,5,3,Urban,1980,333760.81871643174,127.53565866122726,45,High-End
1008,4,2,Urban,2020,139031.27155476194,137.92784876464478,5,Budget
2520,4,2,Suburb,1960,289910.1210734065,115.04369883865337,65,High-End
2748,4,1,Urban,1954,308345.5525113283,112.20726073920244,71,High-End
2583,4,3,Suburb,1979,236197.64681693877,91.44314627059185,46,Mid-Range
1560,5,1,Urban,1997,179723.99335611222,115.20768804878988,28,Budget
2844,2,1,Suburb,2005,325091.5402285749,114.30785521398555,20,High-End
1439,3,1,Rural,1991,255525.7715888304,177.57176621878415,34,Mid-Range
2575,5,2,Rural,1960,313375.2086317399,121.69911014824851,65,High-End
2898,5,1,Rural,1983,270375.2654274156,93.29719303913582,42,High-End
1791,5,1,Urban,1997,195245.011194968,109.01452328027248,28,Mid-Range
2761,2,3,Suburb,1981,349841.3469400523,126.70820244116345,44,High-End
2991,3,1,Suburb,1972,258524.4700193004,86.43412571691755,53,Mid-Range
2131,2,3,Urban,1991,218027.625282819,102.31235348794885,34,Mid-Range
2268,3,1,Suburb,2010,225391.6575079531,99.37903770191934,15,Mid-Range
2278,3,2,Urban,1951,310378.6043228494,136.25048477737025,74,High-End
1032,3,1,Suburb,1994,92006.25185998272,89.15334482556464,31,Budget
2046,2,2,Urban,1999,278110.00886316295,135.9286455831686,26,High-End
1844,3,1,Suburb,1958,191666.2693449065,103.94049313715102,67,Mid-Range
1565,4,2,Rural,1985,176143.5699592804,112.55180189091399,40,Budget
2844,5,2,Suburb,1967,329745.59222505067,115.94430106366057,58,High-End
1048,3,1,Urban,2013,113418.95823388157,108.22419678805493,12,Budget
1461,5,3,Suburb,2014,214057.78579368503,146.51456933174882,11,Mid-Range
1589,2,2,Suburb,2009,74956.46431674933,47.172098374291586,16,Budget
1335,2,2,Suburb,1983,84204.90065778588,63.07483195339766,42,Budget
2968,4,1,Urban,2017,317433.03239130013,106.95183032051891,8,High-End
2381,3,3,Urban,2019,294090.3974651852,123.51549662544528,6,High-End
2145,5,2,Suburb,1973,272759.82812507893,127.16075903267082,52,High-End
2467,5,1,Urban,1981,307566.41754107125,124.67224059224615,44,High-End
1358,5,2,Urban,1977,127034.74040909667,93.54546421877517,48,Budget
2625,2,1,Rural,2010,213667.7965845625,81.39725584173809,15,Mid-Range
1345,3,1,Suburb,1972,152025.1278165132,113.02983480781651,53,Budget
1192,4,3,Rural,1988,105138.01939118044,88.20303640199701,37,Budget
2439,4,1,Urban,1990,312261.308225408,128.02841665658386,35,High-End
2400,2,3,Suburb,1950,207120.55460191716,86.30023108413215,75,Mid-Range
2486,3,1,Urban,1985,206519.7683976877,83.07311681322916,40,Mid-Range
1755,4,1,Rural,1979,245818.43264161903,140.0674829866775,46,Mid-Range
2684,4,2,Rural,1964,302343.4841228598,112.646603622526,61,High-End
2169,2,3,Rural,1988,228636.4279755867,105.41098569644384,37,Mid-Range
1477,5,2,Urban,1970,226241.67896914537,153.17649219305713,55,Mid-Range
1827,4,3,Suburb,1982,146725.45835589233,80.30950101581408,43,Budget
1889,2,3,Suburb,1976,181526.37335759337,96.09654492196579,49,Budget
1652,4,2,Rural,1974,225719.8682433984,136.63430281077385,51,Mid-Range
1407,4,3,Suburb,1997,209625.10735643416,148.98728312468668,28,Mid-Range
1285,2,3,Suburb,1994,151914.71764462074,118.22157015145584,31,Budget
2921,2,2,Rural,1981,250570.31430873217,85.78237395026777,44,Mid-Range
1850,3,3,Suburb,2006,250514.3407153285,135.41315714342082,19,Mid-Range
1110,4,2,Rural,1951,87024.23888699527,78.40021521350926,74,Budget
1619,5,1,Urban,1960,150051.37002742718,92.68151329674316,65,Budget
2902,5,2,Urban,2016,314812.710035911,108.48129222464198,9,High-End
1792,3,3,Urban,1974,136345.05653038688,76.08541101026053,51,Budget
1049,3,1,Rural,2005,18159.685676249966,17.311425811487098,20,Budget
2037,2,1,Suburb,1991,260752.8833644895,128.00828834781026,34,High-End
2157,5,1,Rural,1974,231060.8120716394,107.12137787280454,51,Mid-Range
1587,4,2,Urban,1985,160314.00463722568,101.01701615452154,40,Budget
1595,2,2,Suburb,2005,133161.59126440185,83.4868910748601,20,Budget
2366,4,1,Suburb,1991,342581.2162295203,144.79341345288262,34,High-End
1669,5,3,Suburb,1968,140514.00165821298,84.19053424698201,57,Budget
2309,2,3,Suburb,1994,309796.0100838141,134.1689086547484,31,High-End
2957,4,1,Urban,2014,299928.9963045149,101.430164458747,11,High-End
1313,3,3,Rural,1957,192851.8340958724,146.87877691993327,68,Mid-Range
1605,4,3,Suburb,1977,228434.8987513623,142.32703972047497,48,Mid-Range
1296,4,2,Suburb,1973,137968.008926792,106.45679701141358,52,Budget
2629,2,3,Suburb,2017,281752.3065373168,107.17090397007107,8,High-End
1568,5,2,Urban,2013,122055.28567754866,77.84138117190604,12,Budget
2187,4,1,Urban,1967,245636.2687983952,112.3165380879722,58,Mid-Range
1831,4,3,Rural,1964,274603.7247803981,149.97472680524197,61,High-End
2520,4,3,Rural,2002,271222.051387441,107.62779816961944,23,High-End
1609,4,2,Suburb,1992,182872.187754598,113.6558034522051,33,Budget
1015,3,2,Urban,1997,163570.9520500758,161.15364733997617,28,Budget
2367,5,1,Suburb,1957,239703.4109024956,101.26886814638598,68,Mid-Range
2101,5,1,Urban,2014,246617.9537737073,117.3812250231829,11,Mid-Range
2369,2,3,Urban,1961,327209.542992875,138.12137737141197,64,High-End
1071,4,2,Rural,1965,131267.95678567025,122.56578598101797,60,Budget
1269,2,2,Rural,1983,129613.16247151942,102.13803189245029,42,Budget
1286,3,3,Urban,1965,119080.35569142069,92.59747720950287,60,Budget
1065,3,2,Suburb,2003,275747.6766474764,258.9180062417619,22,High-End
1879,4,2,Urban,1970,246095.4616465405,130.97150699656225,55,Mid-Range
1067,2,2,Urban,2013,249638.45966118583,233.96294251282646,12,Mid-Range
2216,2,2,Urban,1987,248529.70618548937,112.15239448803672,38,Mid-Range
2078,5,3,Rural,2006,258092.48290399584,124.20234980943015,19,Mid-Range
1979,2,1,Urban,1965,226166.6597532786,114.28330457467337,60,Mid-Range
2402,3,1,Urban,1998,300971.7520282497,125.30047961209398,27,High-End
1973,3,3,Rural,1984,156488.2867461927,79.31489444814632,41,Budget
2191,4,1,Rural,1974,191946.73563143928,87.60690809285225,51,Mid-Range
2432,2,2,Urban,1993,306432.0726815877,126.00002988552126,32,High-End
1507,2,3,Urban,1973,49017.656802086974,32.52664684942732,52,Budget
2560,3,1,Suburb,1953,225002.6623487269,87.89166497997145,72,Mid-Range
2666,4,2,Rural,2019,347635.27313312626,130.39582638151774,6,High-End
1836,5,1,Urban,1963,145429.3708571114,79.2098969809975,62,Budget
2125,5,3,Rural,2016,259829.6042081854,122.27275492149901,9,High-End
1885,4,1,Rural,1983,144296.3941310275,76.54981121009418,42,Budget
1793,4,1,Rural,1951,113278.57167749129,63.17823294896335,74,Budget
